"state","year","income","medicare","medicaid"
"VT",2009,"75-100k",0.0632681580038446,0.0807619765557273
"VT",2009,">100k",0.0806975095171686,0.103010591383664
"VA",2009,"<25k",3.34680311738455,1.89248198559628
"VA",2009,"25-50k",2.61534332237693,1.47887101516021
"VA",2009,"50-75k",1.5231541853328,0.861282171650578
"VA",2009,"75-100k",0.804019272449682,0.454640424254277
"VA",2009,">100k",1.40368010245604,0.793724403338654
"WA",2009,"<25k",2.47911545082728,1.87210019577949
"WA",2009,"25-50k",2.50526263424678,1.89184520087088
"WA",2009,"50-75k",1.33583519923939,1.00875388324116
"WA",2009,"75-100k",0.715160198817447,0.540052117287666
"WA",2009,">100k",0.879626516869103,0.6642486028208
"WV",2009,"<25k",1.58069801669042,1.05440257388404
"WV",2009,"25-50k",1.14844697276139,0.766070072374931
"WV",2009,"50-75k",0.440189229639494,0.293627658051789
"WV",2009,"75-100k",0.153073414192456,0.102107423564481
"WV",2009,">100k",0.167592366716244,0.111792272124761
"WI",2009,"<25k",2.9219912906632,2.48745585192988
"WI",2009,"25-50k",2.6759501349637,2.27800399130459
"WI",2009,"50-75k",1.22738700904738,1.0448597187792
"WI",2009,"75-100k",0.531804510269142,0.452718748813054
"WI",2009,">100k",0.523867055056581,0.445961689173278
"WY",2009,"<25k",0.183007366148923,0.14909545804465
"WY",2009,"25-50k",0.228297378073631,0.185993071593534
"WY",2009,"50-75k",0.0953282464640976,0.0776635873749038
"WY",2009,"75-100k",0.0575456233301635,0.0468822170900693
"WY",2009,">100k",0.0618213859831847,0.0503656658968437
"DC",2009,"<25k",0.377301110410896,0.693619832046077
"DC",2009,"25-50k",0.181483153312913,0.333633564404321
"DC",2009,"50-75k",0.125211066004231,0.23018452947987
"DC",2009,"75-100k",0.0557889388809911,0.102560828338194
"DC",2009,">100k",0.120215731390969,0.221001245731538
"AL",2010,"<25k",3.72312950255033,2.24392445503666
"AL",2010,"25-50k",2.51660753561716,1.51675551146762
"AL",2010,"50-75k",1.05883216747336,0.638156527390583
"AL",2010,"75-100k",0.448327847629974,0.270206507853603
"AL",2010,">100k",0.554102946729167,0.333956998251539
"AK",2010,"<25k",0.14707711790393,0.288135065502183
"AK",2010,"25-50k",0.16299752963194,0.319324341859014
"AK",2010,"50-75k",0.0973245165315034,0.190666001247661
