"year","r","hh","source","value"
2016,"AR","hh5","hedval",0.184782263482653
2016,"AR","hh5","hcspval",0.103727666295747
2016,"AR","hh5","hfinval",0.00563673655991236
2016,"AR","hh5","hoival",0.0012854978224725
2016,"AR","hh5","htotval",0.43953780350232
2016,"CA","hh1","hwsval",0.0104194743579194
2016,"CA","hh1","hseval",0.0201502223566082
2016,"CA","hh1","hfrval",0.00596725265296981
2016,"CA","hh1","hucval",0.0643691832428232
2016,"CA","hh1","hwcval",0.0357052606885633
2016,"CA","hh1","hssval",0.159237894808424
2016,"CA","hh1","hssival",0.604839150304579
2016,"CA","hh1","hpawval",0.644645057173875
2016,"CA","hh1","hvetval",0.230989767198373
2016,"CA","hh1","hsurval",0.262927749324151
2016,"CA","hh1","hdisval",0.212133091527629
2016,"CA","hh1","hretval",0.00849147513949353
2016,"CA","hh1","hintval",0.00518001059774132
2016,"CA","hh1","hdivval",0.005783824248954
2016,"CA","hh1","hrntval",0.00985263429515952
2016,"CA","hh1","hedval",0.310686986671264
2016,"CA","hh1","hcspval",0.205076689019536
2016,"CA","hh1","hfinval",0.524742902624499
2016,"CA","hh1","hoival",0.0374206753507689
2016,"CA","hh1","htotval",0.028949462516022
2016,"CA","hh2","hwsval",0.0465912752462734
2016,"CA","hh2","hseval",0.0773587624661314
2016,"CA","hh2","hfrval",0.00587458869619781
2016,"CA","hh2","hucval",0.182882401714804
2016,"CA","hh2","hwcval",0.173491658645963
2016,"CA","hh2","hssval",0.250989757306882
2016,"CA","hh2","hssival",0.116878198847924
2016,"CA","hh2","hpawval",0.167774216810216
2016,"CA","hh2","hvetval",0.169241925271653
2016,"CA","hh2","hsurval",0.185140662163981
2016,"CA","hh2","hdisval",0.100999847289299
2016,"CA","hh2","hretval",0.0659128302384308
2016,"CA","hh2","hintval",0.0187861673890759
2016,"CA","hh2","hdivval",0.0317890999476455
2016,"CA","hh2","hrntval",0.0422532697820286
2016,"CA","hh2","hedval",0.0970755945744651
